"ID","YEAR","MAKE","MODEL","VEHICLE CLASS","ENGINE SIZE","CYLINDERS","TRANSMISSION","FUEL","FUEL CONSUMPTION","COMB (mpg)","EMISSIONS"
1,2000,"ACURA","1.6EL","COMPACT",1.60,4,"A4","X",9.20,35,186
2,2000,"ACURA","1.6EL","COMPACT",1.60,4,"M5","X",8.50,37,175
3,2000,"ACURA","3.2TL","MID-SIZE",3.20,6,"AS5","Z",12.20,28,230
4,2000,"ACURA","3.5RL","MID-SIZE",3.50,6,"A4","Z",13.40,25,264
5,2000,"ACURA","INTEGRA","SUBCOMPACT",1.80,4,"A4","X",10.00,33,198
6,2000,"ACURA","INTEGRA","SUBCOMPACT",1.80,4,"M5","X",9.30,34,189
7,2000,"ACURA","INTEGRA GSR/TYPE R","SUBCOMPACT",1.80,4,"M5","Z",9.40,34,191
8,2000,"ACURA","NSX","SUBCOMPACT",3.00,6,"AS4","Z",13.60,24,267
9,2000,"ACURA","NSX","SUBCOMPACT",3.20,6,"M6","Z",13.80,24,269
10,2000,"AUDI","A4","COMPACT",1.80,4,"A5","Z",11.40,30,218
11,2000,"AUDI","A4","COMPACT",1.80,4,"M5","Z",9.70,34,193
12,2000,"AUDI","A4","COMPACT",2.80,6,"A5","Z",13.00,26,248
13,2000,"AUDI","A4","COMPACT",2.80,6,"M5","Z",11.70,29,225
14,2000,"AUDI","A4 QUATTRO","COMPACT",1.80,4,"A5","Z",12.10,28,232
15,2000,"AUDI","A4 QUATTRO","COMPACT",1.80,4,"M5","Z",10.70,30,214
16,2000,"AUDI","A4 QUATTRO","COMPACT",2.80,6,"A5","Z",13.30,25,255
17,2000,"AUDI","A4 QUATTRO","COMPACT",2.80,6,"M5","Z",12.70,26,251
18,2000,"AUDI","A6","MID-SIZE",2.80,6,"A5","Z",13.40,25,258
19,2000,"AUDI","A6 AVANT QUATTRO","STATION WAGON - MID-SIZE",2.80,6,"A5","Z",13.80,24,269
20,2000,"AUDI","A6 QUATTRO","MID-SIZE",2.70,6,"A5","Z",13.60,25,264
21,2000,"AUDI","A6 QUATTRO","MID-SIZE",2.70,6,"M6","Z",13.60,24,267
22,2000,"AUDI","A6 QUATTRO","MID-SIZE",2.80,6,"A5","Z",13.80,24,269
23,2000,"AUDI","A6 QUATTRO","MID-SIZE",2.80,6,"M5","Z",13.00,25,260
24,2000,"AUDI","A6 QUATTRO","MID-SIZE",4.20,8,"A5","Z",13.90,24,269
25,2000,"AUDI","A8 QUATTRO","MID-SIZE",4.20,8,"A5","Z",13.90,24,269
26,2000,"AUDI","S4 QUATTRO","COMPACT",2.70,6,"A5","Z",13.60,25,264
27,2000,"AUDI","S4 QUATTRO","COMPACT",2.70,6,"M6","Z",13.60,24,267
28,2000,"AUDI","TT COUPE QUATTRO","MINICOMPACT",1.80,4,"M5","Z",11.60,29,225
29,2000,"AUDI","TT COUPE QUATTRO (SUPERCHARGED)","MINICOMPACT",1.80,4,"M6","Z",11.60,29,225
30,2000,"AUDI","TT ROADSTER","TWO-SEATER",1.80,4,"M5","Z",10.90,30,214
31,2000,"AUDI","TT ROADSTER QUATTRO (SUPERCHARGED)","TWO-SEATER",1.80,4,"M6","Z",11.60,29,225
32,2000,"BMW","323 CONVERTIBLE","COMPACT",2.50,6,"A5","Z",13.00,25,258
33,2000,"BMW","323 CONVERTIBLE","COMPACT",2.50,6,"M5","Z",12.40,26,246
34,2000,"BMW","323Ci","COMPACT",2.50,6,"A5","Z",12.30,27,237
35,2000,"BMW","323Ci","COMPACT",2.50,6,"M5","Z",11.50,29,223
36,2000,"BMW","323i","COMPACT",2.50,6,"A5","Z",12.30,27,237
37,2000,"BMW","323i","COMPACT",2.50,6,"M5","Z",11.50,29,223
38,2000,"BMW","328Ci","COMPACT",2.80,6,"A5","Z",12.40,27,239
39,2000,"BMW","328Ci","COMPACT",2.80,6,"M5","Z",11.50,29,223
40,2000,"BMW","328i","COMPACT",2.80,6,"A5","Z",12.40,27,239
41,2000,"BMW","328i","COMPACT",2.80,6,"M5","Z",11.50,29,223
42,2000,"BMW","528i","COMPACT",2.80,6,"A4","Z",13.00,26,251
43,2000,"BMW","528i","COMPACT",2.80,6,"M5","Z",11.50,29,223
44,2000,"BMW","528i TOURING","STATION WAGON - SMALL",2.80,6,"A4","Z",13.00,26,251
45,2000,"BMW","528i TOURING","STATION WAGON - SMALL",2.80,6,"M5","Z",12.90,26,248
46,2000,"BMW","540i","COMPACT",4.40,8,"A5","Z",13.10,25,258
47,2000,"BMW","540i","COMPACT",4.40,8,"M6","Z",14.70,23,281
48,2000,"BMW","540i TOURING","STATION WAGON - SMALL",4.40,8,"A5","Z",13.90,23,281
49,2000,"BMW","740i","MID-SIZE",4.40,8,"A5","Z",13.80,24,269
50,2000,"BMW","740iL","FULL-SIZE",4.40,8,"A5","Z",13.80,24,269
51,2000,"BMW","750iL","FULL-SIZE",5.40,12,"A5","Z",17.30,20,331
52,2000,"BMW","M COUPE","TWO-SEATER",3.20,6,"M5","Z",12.40,27,244
53,2000,"BMW","M ROADSTER","MINICOMPACT",3.20,6,"M5","Z",12.40,27,244
54,2000,"BMW","M5","COMPACT",4.90,8,"M6","Z",17.70,20,331
55,2000,"BMW","X5","SUV",4.40,8,"A5","Z",13.30,25,258
56,2000,"BMW","Z3","SUBCOMPACT",2.50,6,"A4","Z",12.50,27,244
57,2000,"BMW","Z3","SUBCOMPACT",2.50,6,"M5","Z",11.90,28,232
58,2000,"BMW","Z3","SUBCOMPACT",2.80,6,"A4","Z",12.40,27,244
59,2000,"BMW","Z3","SUBCOMPACT",2.80,6,"M5","Z",12.40,27,244
60,2000,"BMW","Z8","TWO-SEATER",4.90,8,"M6","Z",17.40,19,336
61,2000,"BUICK","CENTURY","MID-SIZE",3.10,6,"A4","X",11.60,29,223
62,2000,"BUICK","LESABRE","FULL-SIZE",3.80,6,"A4","X",12.30,28,230
63,2000,"BUICK","PARK AVENUE","FULL-SIZE",3.80,6,"A4","X",12.80,27,242
64,2000,"BUICK","PARK AVENUE #","FULL-SIZE",3.80,6,"A4","Z",13.50,26,253
65,2000,"BUICK","REGAL","MID-SIZE",3.80,6,"A4","X",12.00,29,228
66,2000,"BUICK","REGAL #","MID-SIZE",3.80,6,"A4","Z",13.50,26,253
67,2000,"CADILLAC","CATERA","MID-SIZE",3.00,6,"A4","Z",13.10,25,258
68,2000,"CADILLAC","DEVILLE","FULL-SIZE",4.60,8,"A4","Z",13.90,25,260
69,2000,"CADILLAC","ELDORADO","MID-SIZE",4.60,8,"A4","Z",13.90,25,260
70,2000,"CADILLAC","ESCALADE 4X4","SUV",5.70,8,"A4","X",19.20,17,382
71,2000,"CADILLAC","SEVILLE","MID-SIZE",4.60,8,"A4","Z",13.90,25,260
72,2000,"CHEVROLET","ASTRO AWD CARGO","VAN - CARGO",4.30,6,"A4","X",15.30,21,308
73,2000,"CHEVROLET","ASTRO AWD PASSENGER","VAN - PASSENGER",4.30,6,"A4","X",15.70,20,317
74,2000,"CHEVROLET","ASTRO CARGO","VAN - CARGO",4.30,6,"A4","X",14.50,22,294
75,2000,"CHEVROLET","ASTRO PASSENGER","VAN - PASSENGER",4.30,6,"A4","X",15.90,20,324
76,2000,"CHEVROLET","BLAZER","SUV",4.30,6,"A4","X",14.50,22,294
77,2000,"CHEVROLET","BLAZER","SUV",4.30,6,"M5","X",14.60,23,288
78,2000,"CHEVROLET","BLAZER 4X4","SUV",4.30,6,"A4","X",15.20,21,308
79,2000,"CHEVROLET","BLAZER 4X4","SUV",4.30,6,"M5","X",16.90,19,343
80,2000,"CHEVROLET","C1500 SILVERADO","PICKUP TRUCK - STANDARD",4.30,6,"A4","X",15.90,20,324
81,2000,"CHEVROLET","C1500 SILVERADO","PICKUP TRUCK - STANDARD",4.30,6,"M5","X",16.70,19,338
82,2000,"CHEVROLET","C1500 SILVERADO","PICKUP TRUCK - STANDARD",4.80,8,"A4","X",14.60,22,292
83,2000,"CHEVROLET","C1500 SILVERADO","PICKUP TRUCK - STANDARD",4.80,8,"M5","X",17.10,20,331
84,2000,"CHEVROLET","C1500 SILVERADO","PICKUP TRUCK - STANDARD",5.30,8,"A4","X",15.00,22,301
85,2000,"CHEVROLET","C2500 SILVERADO","PICKUP TRUCK - STANDARD",5.30,8,"A4","X",16.10,20,329
86,2000,"CHEVROLET","C2500 SILVERADO","PICKUP TRUCK - STANDARD",6.00,8,"A4","X",19.40,17,386
87,2000,"CHEVROLET","CAMARO","SUBCOMPACT",3.80,6,"A4","X",12.40,28,235
88,2000,"CHEVROLET","CAMARO","SUBCOMPACT",3.80,6,"M5","X",12.20,29,228
89,2000,"CHEVROLET","CAMARO","SUBCOMPACT",5.70,8,"A4","Z",13.80,24,269
90,2000,"CHEVROLET","CAMARO","SUBCOMPACT",5.70,8,"M6","Z",13.10,26,248
91,2000,"CHEVROLET","CAVALIER","SUBCOMPACT",2.20,4,"A4","X",10.20,32,200
92,2000,"CHEVROLET","CAVALIER","SUBCOMPACT",2.20,4,"M5","X",10.80,32,205
93,2000,"CHEVROLET","CAVALIER","SUBCOMPACT",2.40,4,"A4","X",11.00,30,216
94,2000,"CHEVROLET","CAVALIER","SUBCOMPACT",2.40,4,"M5","X",10.70,32,202
95,2000,"CHEVROLET","CAVALIER BIFUEL","SUBCOMPACT",2.20,4,"A3","X",10.40,31,209
96,2000,"CHEVROLET","CORVETTE","SUBCOMPACT",5.70,8,"A4","Z",13.90,24,269
97,2000,"CHEVROLET","CORVETTE","SUBCOMPACT",5.70,8,"M6","Z",12.80,27,244
98,2000,"CHEVROLET","G15/G25 CHEVY VAN","VAN - CARGO",4.30,6,"A4","X",16.00,20,327
99,2000,"CHEVROLET","G15/G25 CHEVY VAN","VAN - CARGO",5.00,8,"A4","X",16.40,20,329
100,2000,"CHEVROLET","G15/G25 CHEVY VAN","VAN - CARGO",5.70,8,"A4","X",17.40,18,352
101,2000,"CHEVROLET","G1500/G2500 CHEVY EXPRESS","VAN - PASSENGER",4.30,6,"A4","X",16.50,19,336
102,2000,"CHEVROLET","G1500/G2500 CHEVY EXPRESS","VAN - PASSENGER",5.00,8,"A4","X",16.70,19,338
103,2000,"CHEVROLET","G1500/G2500 CHEVY EXPRESS","VAN - PASSENGER",5.70,8,"A4","X",18.70,17,377
104,2000,"CHEVROLET","IMPALA","FULL-SIZE",3.40,6,"A4","X",12.10,29,228
105,2000,"CHEVROLET","IMPALA","FULL-SIZE",3.80,6,"A4","X",12.00,29,228
106,2000,"CHEVROLET","K1500 SILVERADO 4X4","PICKUP TRUCK - STANDARD",4.30,6,"A4","X",15.30,21,308
107,2000,"CHEVROLET","K1500 SILVERADO 4X4","PICKUP TRUCK - STANDARD",4.30,6,"M5","X",16.90,19,343
108,2000,"CHEVROLET","K1500 SILVERADO 4X4","PICKUP TRUCK - STANDARD",4.80,8,"A4","X",15.60,20,322
109,2000,"CHEVROLET","K1500 SILVERADO 4X4","PICKUP TRUCK - STANDARD",4.80,8,"M5","X",18.20,18,359
110,2000,"CHEVROLET","K1500 SILVERADO 4X4","PICKUP TRUCK - STANDARD",5.30,8,"A4","X",16.20,20,331
111,2000,"CHEVROLET","K1500 TAHOE 4X4","SUV",5.70,8,"A4","X",19.10,17,382
112,2000,"CHEVROLET","LUMINA/MONTE CARLO","MID-SIZE",3.40,6,"A4","X",12.10,29,228
113,2000,"CHEVROLET","LUMINA/MONTE CARLO","MID-SIZE",3.80,6,"A4","X",12.00,29,228
114,2000,"CHEVROLET","MALIBU","MID-SIZE",3.10,6,"A4","X",11.60,29,223
115,2000,"CHEVROLET","METRO","SUBCOMPACT",1.00,3,"M5","X",6.00,53,122
116,2000,"CHEVROLET","METRO","SUBCOMPACT",1.30,4,"A3","X",7.80,40,163
117,2000,"CHEVROLET","METRO","SUBCOMPACT",1.30,4,"M5","X",6.40,50,131
118,2000,"CHEVROLET","NEW C1500 SUBURBAN","SUV",5.30,8,"A4","X",17.10,19,345
119,2000,"CHEVROLET","NEW C1500 TAHOE","SUV",4.80,8,"A4","X",16.90,19,345
120,2000,"CHEVROLET","NEW C1500 TAHOE","SUV",5.30,8,"A4","X",17.10,19,345
121,2000,"CHEVROLET","NEW K1500 TAHOE 4X4","SUV",4.80,8,"A4","X",16.90,19,345
122,2000,"CHEVROLET","NEW K1500 TAHOE 4X4","SUV",5.30,8,"A4","X",17.10,19,347
123,2000,"CHEVROLET","S10","PICKUP TRUCK - SMALL",2.20,4,"A4","X",12.30,27,242
124,2000,"CHEVROLET","S10","PICKUP TRUCK - SMALL",2.20,4,"M5","X",10.80,30,214
125,2000,"CHEVROLET","S10","PICKUP TRUCK - SMALL",4.30,6,"A4","X",13.80,24,276
126,2000,"CHEVROLET","S10","PICKUP TRUCK - SMALL",4.30,6,"M5","X",14.40,23,283
127,2000,"CHEVROLET","S10 4X4","PICKUP TRUCK - STANDARD",4.30,6,"A4","X",15.10,21,304
128,2000,"CHEVROLET","S10 4X4","PICKUP TRUCK - STANDARD",4.30,6,"M5","X",14.60,22,290
129,2000,"CHEVROLET","TRACKER 4X4","SUV",2.00,4,"A4","X",10.30,30,216
130,2000,"CHEVROLET","TRACKER 4X4","SUV",2.00,4,"M5","X",10.50,29,221
131,2000,"CHEVROLET","TRACKER CONVERTIBLE 4X4","SUV",1.60,4,"M5","X",9.20,33,196
132,2000,"CHEVROLET","TRACKER CONVERTIBLE 4X4","SUV",2.00,4,"A4","X",10.30,30,216
133,2000,"CHEVROLET","TRACKER CONVERTIBLE 4X4","SUV",2.00,4,"M5","X",10.50,29,221
134,2000,"CHEVROLET","VENTURE","MINIVAN",3.40,6,"A4","X",12.50,26,246
135,2000,"CHRYSLER","300M","FULL-SIZE",3.50,6,"AS4","X",12.80,26,246
136,2000,"CHRYSLER","CIRRUS","MID-SIZE",2.40,4,"A4","X",11.90,28,232
137,2000,"CHRYSLER","CIRRUS","MID-SIZE",2.50,6,"A4","X",12.10,28,235
138,2000,"CHRYSLER","CONCORDE","FULL-SIZE",2.70,6,"A4","X",11.70,29,225
139,2000,"CHRYSLER","CONCORDE","FULL-SIZE",3.20,6,"A4","X",12.60,27,242
140,2000,"CHRYSLER","INTREPID","FULL-SIZE",2.70,6,"A4","X",11.70,29,225
141,2000,"CHRYSLER","INTREPID","FULL-SIZE",2.70,6,"AS4","X",11.70,29,225
142,2000,"CHRYSLER","INTREPID","FULL-SIZE",3.20,6,"AS4","X",12.60,27,239
143,2000,"CHRYSLER","INTREPID","FULL-SIZE",3.50,6,"AS4","X",12.80,26,246
144,2000,"CHRYSLER","LHS","FULL-SIZE",3.50,6,"A4","X",13.10,26,251
145,2000,"CHRYSLER","NEON","COMPACT",2.00,4,"A3","X",9.50,34,193
146,2000,"CHRYSLER","NEON","COMPACT",2.00,4,"M5","X",8.30,38,170
147,2000,"CHRYSLER","PT CRUISER","SUBCOMPACT",2.40,4,"A4","X",11.90,27,239
148,2000,"CHRYSLER","PT CRUISER","SUBCOMPACT",2.40,4,"M5","X",11.70,28,235
149,2000,"CHRYSLER","SEBRING","COMPACT",2.50,6,"A4","X",12.00,28,232
150,2000,"CHRYSLER","SEBRING CONVERTIBLE","COMPACT",2.50,6,"A4","X",12.10,28,235
151,2000,"CHRYSLER","SEBRING CONVERTIBLE","COMPACT",2.50,6,"AS4","X",13.10,26,253
152,2000,"CHRYSLER","TOWN & COUNTRY","MINIVAN",3.80,6,"A4","X",13.60,24,267
153,2000,"CHRYSLER","TOWN & COUNTRY AWD","MINIVAN",3.80,6,"A4","X",14.50,23,281
154,2000,"DAEWOO","LANOS","SUBCOMPACT",1.50,4,"A4","X",9.90,35,186
155,2000,"DAEWOO","LANOS","SUBCOMPACT",1.50,4,"M5","X",9.00,37,175
156,2000,"DAEWOO","LANOS","SUBCOMPACT",1.60,4,"A4","X",10.20,33,196
157,2000,"DAEWOO","LANOS","SUBCOMPACT",1.60,4,"M5","X",9.10,37,177
158,2000,"DAEWOO","LEGANZA","COMPACT",2.20,4,"A4","X",11.90,28,230
159,2000,"DAEWOO","LEGANZA","COMPACT",2.20,4,"M5","X",11.60,29,223
160,2000,"DAEWOO","NUBIRA","COMPACT",2.00,4,"A4","X",10.60,31,207
161,2000,"DAEWOO","NUBIRA","COMPACT",2.00,4,"M5","X",10.50,32,202
162,2000,"DAEWOO","NUBIRA WAGON","STATION WAGON - SMALL",2.00,4,"A4","X",10.60,31,207
163,2000,"DAEWOO","NUBIRA WAGON","STATION WAGON - SMALL",2.00,4,"M5","X",10.50,32,205
164,2000,"DODGE","CARAVAN","MINIVAN",3.00,6,"A4","X",13.00,26,253
165,2000,"DODGE","CARAVAN","MINIVAN",3.30,6,"A4","X",12.90,26,253
166,2000,"DODGE","CARAVAN","MINIVAN",3.80,6,"A4","X",13.60,24,267
167,2000,"DODGE","CARAVAN FFV","MINIVAN",3.30,6,"A4","X",12.90,26,253
168,2000,"DODGE","CARAVAN FFV","MINIVAN",3.30,6,"A4","E",18.70,18,251
169,2000,"DODGE","DAKOTA","PICKUP TRUCK - STANDARD",3.90,6,"A4","X",14.60,22,290
170,2000,"DODGE","DAKOTA","PICKUP TRUCK - STANDARD",3.90,6,"M5","X",15.10,22,290
171,2000,"DODGE","DAKOTA","PICKUP TRUCK - STANDARD",4.70,8,"A4","X",15.80,21,313
172,2000,"DODGE","DAKOTA","PICKUP TRUCK - STANDARD",4.70,8,"M5","X",16.50,20,320
173,2000,"DODGE","DAKOTA","PICKUP TRUCK - STANDARD",5.90,8,"A4","X",18.90,17,375
174,2000,"DODGE","DAKOTA 4X4","PICKUP TRUCK - STANDARD",3.90,6,"A4","X",16.30,20,331
175,2000,"DODGE","DAKOTA 4X4","PICKUP TRUCK - STANDARD",3.90,6,"M5","X",17.30,19,340
176,2000,"DODGE","DAKOTA 4X4","PICKUP TRUCK - STANDARD",4.70,8,"A4","X",16.50,20,327
177,2000,"DODGE","DAKOTA 4X4","PICKUP TRUCK - STANDARD",4.70,8,"M5","X",17.00,19,338
178,2000,"DODGE","DAKOTA 4X4","PICKUP TRUCK - STANDARD",5.90,8,"A4","X",20.30,16,396
179,2000,"DODGE","DURANGO 4X4","SUV",4.70,8,"A4","X",17.40,19,345
180,2000,"DODGE","DURANGO 4X4","SUV",5.90,8,"A4","X",20.30,16,396
181,2000,"DODGE","DURANGO 5.9 R/T 4X4","SUV",5.90,8,"A4","Z",20.30,16,396
182,2000,"DODGE","GRAND CARAVAN","MINIVAN",3.00,6,"A4","X",13.00,26,253
183,2000,"DODGE","GRAND CARAVAN","MINIVAN",3.30,6,"A4","X",12.90,26,253
184,2000,"DODGE","GRAND CARAVAN","MINIVAN",3.80,6,"A4","X",13.60,24,267
185,2000,"DODGE","GRAND CARAVAN","MINIVAN",3.80,6,"AS4","X",13.90,24,271
186,2000,"DODGE","GRAND CARAVAN AWD","MINIVAN",3.80,6,"A4","X",14.50,23,281
187,2000,"DODGE","GRAND CARAVAN AWD","MINIVAN",3.80,6,"AS4","X",14.70,23,285
188,2000,"DODGE","GRAND CARAVAN FFV","MINIVAN",3.30,6,"A4","X",12.90,26,253
189,2000,"DODGE","GRAND CARAVAN FFV","MINIVAN",3.30,6,"A4","E",18.70,18,251
190,2000,"DODGE","RAM 1500","PICKUP TRUCK - STANDARD",3.90,6,"A4","X",15.60,21,308
191,2000,"DODGE","RAM 1500","PICKUP TRUCK - STANDARD",3.90,6,"M5","X",15.70,21,306
192,2000,"DODGE","RAM 1500","PICKUP TRUCK - STANDARD",5.20,8,"A4","X",18.10,19,350
193,2000,"DODGE","RAM 1500","PICKUP TRUCK - STANDARD",5.20,8,"M5","X",18.30,19,350
194,2000,"DODGE","RAM 1500","PICKUP TRUCK - STANDARD",5.90,8,"A4","X",19.50,18,370
195,2000,"DODGE","RAM 1500 4X4","PICKUP TRUCK - STANDARD",5.20,8,"A4","X",19.60,17,386
196,2000,"DODGE","RAM 1500 4X4","PICKUP TRUCK - STANDARD",5.20,8,"M5","X",20.10,17,389
197,2000,"DODGE","RAM 1500 4X4","PICKUP TRUCK - STANDARD",5.90,8,"A4","X",19.60,17,377
198,2000,"DODGE","RAM 1500 VAN","VAN - CARGO",3.90,6,"A3","X",15.80,19,334
199,2000,"DODGE","RAM 1500 VAN","VAN - CARGO",5.20,8,"A4","X",17.70,19,343
200,2000,"DODGE","RAM 1500 VAN","VAN - CARGO",5.90,8,"A4","X",18.90,17,375
201,2000,"DODGE","RAM 1500 WAGON","VAN - PASSENGER",3.90,6,"A3","X",16.50,19,347
202,2000,"DODGE","RAM 1500 WAGON","VAN - PASSENGER",5.20,8,"A4","X",18.10,19,350
203,2000,"DODGE","RAM 2500 VAN","VAN - CARGO",5.20,8,"A4","X",18.10,19,350
204,2000,"DODGE","RAM 2500 VAN","VAN - CARGO",5.90,8,"A4","X",19.50,18,370
205,2000,"DODGE","RAM 2500 VAN NGV","VAN - CARGO",5.20,8,"A4","N",18.90,17,314
206,2000,"DODGE","RAM 2500 WAGON","VAN - PASSENGER",5.20,8,"A4","X",19.80,16,396
207,2000,"DODGE","RAM 2500 WAGON","VAN - PASSENGER",5.90,8,"A4","X",19.80,17,375
208,2000,"DODGE","VIPER GTS","SUBCOMPACT",8.00,10,"M6","Z",19.40,18,352
209,2000,"DODGE","VIPER RT/10","SUBCOMPACT",8.00,10,"M6","Z",19.40,18,352
210,2000,"FERRARI","360 MODENA F1","TWO-SEATER",3.60,8,"AS6","Z",22.40,15,423
211,2000,"FERRARI","360 MODENA F1","TWO-SEATER",3.60,8,"M6","Z",22.00,15,421
212,2000,"FERRARI","456 MGT","SUBCOMPACT",5.50,12,"A4","Z",24.40,14,458
213,2000,"FERRARI","456 MGT","SUBCOMPACT",5.50,12,"M6","Z",24.00,15,442
214,2000,"FERRARI","456 MGTA","SUBCOMPACT",5.50,12,"A4","Z",24.40,14,458
215,2000,"FERRARI","456 MGTA","SUBCOMPACT",5.50,12,"M6","Z",24.00,15,442
216,2000,"FERRARI","550 MARANELLO","SUBCOMPACT",5.50,12,"M6","Z",27.70,12,522
217,2000,"FORD","COUGAR","COMPACT",2.00,4,"M5","X",9.70,34,189
218,2000,"FORD","COUGAR","COMPACT",2.50,6,"A4","X",11.60,29,225
219,2000,"FORD","COUGAR","COMPACT",2.50,6,"M5","X",11.80,29,228
220,2000,"FORD","CROWN VICTORIA","FULL-SIZE",4.60,8,"A4","X",13.50,25,262
221,2000,"FORD","E150 CLUB WAGON","VAN - PASSENGER",4.20,6,"A4","X",17.30,19,347
222,2000,"FORD","E150 CLUB WAGON","VAN - PASSENGER",4.60,8,"A4","X",17.00,19,338
223,2000,"FORD","E150 CLUB WAGON","VAN - PASSENGER",5.40,8,"A4","X",18.00,18,356
224,2000,"FORD","E150 VAN","VAN - CARGO",4.20,6,"A4","X",17.20,19,343
225,2000,"FORD","E150 VAN","VAN - CARGO",4.60,8,"A4","X",16.00,20,317
226,2000,"FORD","E150 VAN","VAN - CARGO",5.40,8,"A4","X",16.10,20,320
227,2000,"FORD","E250 VAN","VAN - CARGO",4.20,6,"A4","X",17.30,19,345
228,2000,"FORD","E250 VAN","VAN - CARGO",5.40,8,"A4","X",18.30,18,356
229,2000,"FORD","ESCORT ZX2","COMPACT",2.00,4,"A4","X",9.30,35,186
230,2000,"FORD","ESCORT ZX2","COMPACT",2.00,4,"M5","X",9.30,35,186
231,2000,"FORD","EXPEDITION","SUV",4.60,8,"A4","X",16.00,20,317
232,2000,"FORD","EXPEDITION","SUV",5.40,8,"A4","X",18.30,18,356
233,2000,"FORD","EXPEDITION 4X4","SUV",4.60,8,"A4","X",17.40,19,347
234,2000,"FORD","EXPEDITION 4X4","SUV",5.40,8,"A4","X",19.10,17,377
235,2000,"FORD","EXPLORER","SUV",4.00,6,"M5","X",13.30,24,267
236,2000,"FORD","EXPLORER","SUV",5.00,8,"A4","X",16.60,20,327
237,2000,"FORD","EXPLORER 4X4","SUV",4.00,6,"M5","X",14.70,22,297
238,2000,"FORD","EXPLORER 4X4","SUV",5.00,8,"A4","X",16.90,20,329
239,2000,"FORD","EXPLORER OHV","SUV",4.00,6,"A5","X",15.40,21,315
240,2000,"FORD","EXPLORER OHV 4X4","SUV",4.00,6,"A5","X",15.60,21,310
241,2000,"FORD","EXPLORER SOHC","SUV",4.00,6,"A5","X",14.80,22,294
242,2000,"FORD","EXPLORER SOHC 4X4","SUV",4.00,6,"A5","X",15.00,22,301
243,2000,"FORD","F150","PICKUP TRUCK - STANDARD",4.20,6,"A4","X",15.00,22,301
244,2000,"FORD","F150","PICKUP TRUCK - STANDARD",4.20,6,"M5","X",14.60,22,292
245,2000,"FORD","F150","PICKUP TRUCK - STANDARD",4.60,8,"A4","X",15.30,21,304
246,2000,"FORD","F150","PICKUP TRUCK - STANDARD",4.60,8,"M5","X",16.00,21,313
247,2000,"FORD","F150","PICKUP TRUCK - STANDARD",5.40,8,"A4","X",16.10,20,320
248,2000,"FORD","F150 4X4","PICKUP TRUCK - STANDARD",4.20,6,"A4","X",15.60,20,317
249,2000,"FORD","F150 4X4","PICKUP TRUCK - STANDARD",4.20,6,"M5","X",16.20,20,329
250,2000,"FORD","F150 4X4","PICKUP TRUCK - STANDARD",4.60,8,"A4","X",16.70,19,336
251,2000,"FORD","F150 4X4","PICKUP TRUCK - STANDARD",4.60,8,"M5","X",17.00,19,336
252,2000,"FORD","F150 4X4","PICKUP TRUCK - STANDARD",5.40,8,"A4","X",18.80,17,375
253,2000,"FORD","FOCUS SEDAN","COMPACT",2.00,4,"A4","X",9.40,34,191
254,2000,"FORD","FOCUS SEDAN","COMPACT",2.00,4,"M5","X",9.40,35,186
255,2000,"FORD","FOCUS WAGON","STATION WAGON - MID-SIZE",2.00,4,"A4","X",9.30,34,189
256,2000,"FORD","FOCUS WAGON","STATION WAGON - MID-SIZE",2.00,4,"M5","X",9.50,35,186
257,2000,"FORD","GRAND MARQUIS","FULL-SIZE",4.60,8,"A4","X",13.40,25,260
258,2000,"FORD","MUSTANG","SUBCOMPACT",3.80,6,"A4","X",11.90,28,232
259,2000,"FORD","MUSTANG","SUBCOMPACT",3.80,6,"M5","X",12.10,28,232
260,2000,"FORD","MUSTANG","SUBCOMPACT",4.60,8,"A4","X",13.50,25,264
261,2000,"FORD","MUSTANG","SUBCOMPACT",4.60,8,"M5","X",13.80,24,267
262,2000,"FORD","MUSTANG #","SUBCOMPACT",4.60,8,"M5","X",14.10,24,271
263,2000,"FORD","RANGER","PICKUP TRUCK - STANDARD",3.00,6,"A4","X",14.10,24,276
264,2000,"FORD","RANGER","PICKUP TRUCK - STANDARD",3.00,6,"M5","X",14.50,23,283
265,2000,"FORD","RANGER","PICKUP TRUCK - STANDARD",4.00,6,"A5","X",15.30,21,313
266,2000,"FORD","RANGER","PICKUP TRUCK - STANDARD",4.00,6,"M5","X",13.30,24,269
267,2000,"FORD","RANGER 4X4","PICKUP TRUCK - STANDARD",3.00,6,"A4","X",14.70,22,297
268,2000,"FORD","RANGER 4X4","PICKUP TRUCK - STANDARD",3.00,6,"M5","X",13.90,23,281
269,2000,"FORD","RANGER 4X4","PICKUP TRUCK - STANDARD",4.00,6,"A5","X",15.60,21,313
270,2000,"FORD","RANGER 4X4","PICKUP TRUCK - STANDARD",4.00,6,"M5","X",14.80,22,299
271,2000,"FORD","TAURUS","MID-SIZE",3.00,6,"A4","X",12.10,28,232
272,2000,"FORD","TAURUS #","MID-SIZE",3.00,6,"A4","X",12.00,28,232
273,2000,"FORD","TAURUS WAGON","STATION WAGON - MID-SIZE",3.00,6,"A4","X",12.60,27,244
274,2000,"FORD","TAURUS WAGON #","STATION WAGON - MID-SIZE",3.00,6,"A4","X",12.50,27,242
275,2000,"FORD","WINDSTAR VAN","VAN - CARGO",3.00,6,"A4","X",14.00,24,274
