"ID","YEAR","MAKE","MODEL","VEHICLE CLASS","ENGINE SIZE","CYLINDERS","TRANSMISSION","FUEL","FUEL CONSUMPTION","COMB (mpg)","EMISSIONS"
20825,2021,"Chevrolet","Camaro","SUBCOMPACT",2.00,4,"AS8","Z",10.90,30,222
20826,2021,"Chevrolet","Camaro","SUBCOMPACT",2.00,4,"M6","Z",12.60,27,247
20827,2021,"Chevrolet","Camaro","SUBCOMPACT",3.60,6,"AS10","X",12.80,26,251
20828,2021,"Chevrolet","Camaro","SUBCOMPACT",3.60,6,"M6","X",14.40,24,281
20829,2021,"Chevrolet","Camaro SS","SUBCOMPACT",6.20,8,"AS10","Z",14.60,24,281
20830,2021,"Chevrolet","Camaro SS","SUBCOMPACT",6.20,8,"M6","Z",14.90,22,296
20831,2021,"Chevrolet","Camaro ZL1","SUBCOMPACT",6.20,8,"AS10","Z",18.30,19,355
20832,2021,"Chevrolet","Camaro ZL1","SUBCOMPACT",6.20,8,"M6","Z",17.20,19,349
20833,2021,"Chevrolet","Colorado","PICKUP TRUCK - SMALL",2.50,4,"A6","X",12.20,26,257
20834,2021,"Chevrolet","Colorado","PICKUP TRUCK - SMALL",2.80,4,"A6","D",11.80,28,294
20835,2021,"Chevrolet","Colorado","PICKUP TRUCK - SMALL",3.60,6,"A8","X",12.90,25,263
20836,2021,"Chevrolet","Colorado 4WD","PICKUP TRUCK - SMALL",2.50,4,"A6","X",12.70,25,268
20837,2021,"Chevrolet","Colorado 4WD","PICKUP TRUCK - SMALL",2.80,4,"A6","D",12.20,27,294
20838,2021,"Chevrolet","Colorado 4WD","PICKUP TRUCK - SMALL",3.60,6,"A8","X",14.00,23,284
20839,2021,"Chevrolet","Colorado ZR2 4WD","PICKUP TRUCK - SMALL",2.80,4,"A6","D",13.30,23,326
20840,2021,"Chevrolet","Colorado ZR2 4WD","PICKUP TRUCK - SMALL",3.60,6,"A8","X",15.00,20,329
20841,2021,"Chevrolet","Corvette","TWO-SEATER",6.20,8,"AS8","Z",15.40,23,290
20842,2021,"Chevrolet","Equinox","SUV - SMALL",1.50,4,"A6","X",8.90,34,198
20843,2021,"Chevrolet","Equinox AWD","SUV - SMALL",1.50,4,"A6","X",9.40,32,207
20844,2021,"Chevrolet","Malibu","MID-SIZE",1.50,4,"AV","X",8.20,38,175
20845,2021,"Chevrolet","Malibu","MID-SIZE",2.00,4,"A9","Z",10.70,31,213
20846,2021,"Chevrolet","Silverado","PICKUP TRUCK - STANDARD",2.70,4,"A8","X",11.90,25,263
20847,2021,"Chevrolet","Silverado Custom/WT","PICKUP TRUCK - STANDARD",2.70,4,"A8","X",11.90,25,263
20848,2021,"Chevrolet","Silverado","PICKUP TRUCK - STANDARD",3.00,6,"A10","D",10.20,32,238
20849,2021,"Chevrolet","Silverado","PICKUP TRUCK - STANDARD",4.30,6,"A6","X",15.10,21,318
20850,2021,"Chevrolet","Silverado","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",15.80,20,325
20851,2021,"Chevrolet","Silverado (Without AFM)","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",16.70,20,336
20852,2021,"Chevrolet","Silverado FFV","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",16.20,19,340
20853,2021,"Chevrolet","Silverado FFV","PICKUP TRUCK - STANDARD",5.30,8,"A6","E",21.50,15,315
20854,2021,"Chevrolet","Silverado","PICKUP TRUCK - STANDARD",5.30,8,"A8","X",13.90,23,286
20855,2021,"Chevrolet","Silverado (Without DFM)","PICKUP TRUCK - STANDARD",5.30,8,"A8","X",15.90,21,319
20856,2021,"Chevrolet","Silverado 4WD","PICKUP TRUCK - STANDARD",2.70,4,"A8","X",12.50,24,275
20857,2021,"Chevrolet","Silverado 4WD Custom/WT","PICKUP TRUCK - STANDARD",2.70,4,"A8","X",12.50,24,275
20858,2021,"Chevrolet","Silverado 4WD","PICKUP TRUCK - STANDARD",3.00,6,"A10","D",10.60,28,268
20859,2021,"Chevrolet","Silverado 4WD","PICKUP TRUCK - STANDARD",4.30,6,"A6","X",15.80,20,329
20860,2021,"Chevrolet","Silverado 4WD Trail Boss","PICKUP TRUCK - STANDARD",4.30,6,"A6","X",16.30,19,347
20861,2021,"Chevrolet","Silverado 4WD","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",16.00,20,331
20862,2021,"Chevrolet","Silverado 4WD (Without AFM)","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",17.30,19,348
20863,2021,"Chevrolet","Silverado 4WD FFV","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",16.50,19,347
20864,2021,"Chevrolet","Silverado 4WD FFV","PICKUP TRUCK - STANDARD",5.30,8,"A6","E",22.00,14,326
20865,2021,"Chevrolet","Silverado 4WD Trail Boss","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",16.50,19,350
20866,2021,"Chevrolet","Silverado 4WD Trail Boss (Without AFM)","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",17.80,18,368
20867,2021,"Chevrolet","Silverado 4WD","PICKUP TRUCK - STANDARD",5.30,8,"A8","X",14.40,22,299
20868,2021,"Chevrolet","Silverado 4WD (Without DFM)","PICKUP TRUCK - STANDARD",5.30,8,"A8","X",16.80,20,339
20869,2021,"Chevrolet","Silverado 4WD","PICKUP TRUCK - STANDARD",5.30,8,"A10","X",14.30,22,298
20870,2021,"Chevrolet","Silverado 4WD (Without Stop-Start)","PICKUP TRUCK - STANDARD",5.30,8,"A10","X",15.30,21,313
20871,2021,"Chevrolet","Silverado 4WD Trail Boss","PICKUP TRUCK - STANDARD",5.30,8,"A10","X",14.70,22,307
20872,2021,"Chevrolet","Silverado 4WD Trail Boss (Without Stop-Start)","PICKUP TRUCK - STANDARD",5.30,8,"A10","X",15.60,21,321
20873,2021,"Chevrolet","Silverado 4WD","PICKUP TRUCK - STANDARD",6.20,8,"A10","Z",14.70,22,306
20874,2021,"Chevrolet","Silverado 4WD (Without Stop-Start)","PICKUP TRUCK - STANDARD",6.20,8,"A10","Z",15.60,20,324
20875,2021,"Chevrolet","Silverado 4WD Trail Boss","PICKUP TRUCK - STANDARD",6.20,8,"A10","Z",15.70,20,332
20876,2021,"Chevrolet","Silverado 4WD Trail Boss (Without Stop-Start)","PICKUP TRUCK - STANDARD",6.20,8,"A10","Z",16.80,19,352
20877,2021,"Chevrolet","Spark","SUBCOMPACT",1.40,4,"AV","X",7.70,40,165
20878,2021,"Chevrolet","Spark","SUBCOMPACT",1.40,4,"M5","X",8.00,39,170
20879,2021,"Chevrolet","Suburban","SUV - STANDARD",3.00,6,"A10","D",11.30,28,272
20880,2021,"Chevrolet","Suburban","SUV - STANDARD",5.30,8,"A10","X",14.30,21,309
20881,2021,"Chevrolet","Suburban (Without Stop-Start)","SUV - STANDARD",5.30,8,"A10","X",15.30,20,325
20882,2021,"Chevrolet","Suburban 4WD","SUV - STANDARD",3.00,6,"A10","D",12.00,27,277
20883,2021,"Chevrolet","Suburban 4WD","SUV - STANDARD",5.30,8,"A10","X",15.30,20,328
20884,2021,"Chevrolet","Suburban 4WD (Without Stop-Start)","SUV - STANDARD",5.30,8,"A10","X",16.00,19,341
20885,2021,"Chevrolet","Suburban 4WD","SUV - STANDARD",6.20,8,"A10","Z",16.80,19,347
20886,2021,"Chevrolet","Suburban 4WD (Without Stop-Start)","SUV - STANDARD",6.20,8,"A10","Z",17.50,18,357
20887,2021,"Chevrolet","Tahoe","SUV - STANDARD",3.00,6,"A10","D",11.00,29,263
20888,2021,"Chevrolet","Tahoe","SUV - STANDARD",5.30,8,"A10","X",14.30,21,309
20889,2021,"Chevrolet","Tahoe (Without Stop-Start)","SUV - STANDARD",5.30,8,"A10","X",15.30,20,325
20890,2021,"Chevrolet","Tahoe 4WD","SUV - STANDARD",3.00,6,"A10","D",12.00,27,277
20891,2021,"Chevrolet","Tahoe 4WD","SUV - STANDARD",5.30,8,"A10","X",14.80,21,317
20892,2021,"Chevrolet","Tahoe 4WD (Without Stop-Start)","SUV - STANDARD",5.30,8,"A10","X",15.50,20,327
20893,2021,"Chevrolet","Tahoe 4WD","SUV - STANDARD",6.20,8,"A10","Z",16.80,19,347
20894,2021,"Chevrolet","Tahoe 4WD (Without Stop-Start)","SUV - STANDARD",6.20,8,"A10","Z",17.50,18,357
20895,2021,"Chevrolet","Trailblazer","SUV - SMALL",1.20,3,"AV","X",8.40,35,188
20896,2021,"Chevrolet","Trailblazer","SUV - SMALL",1.30,3,"AV","X",8.00,37,179
20897,2021,"Chevrolet","Trailblazer AWD","SUV - SMALL",1.30,3,"A9","X",8.90,34,196
20898,2021,"Chevrolet","Traverse","SUV - STANDARD",3.60,6,"A9","X",13.00,25,261
20899,2021,"Chevrolet","Traverse AWD","SUV - STANDARD",3.60,6,"A9","X",13.60,24,277
20900,2021,"Chevrolet","Trax","SUV - SMALL",1.40,4,"AS6","X",9.10,34,196
20901,2021,"Chevrolet","Trax (SIDI)","SUV - SMALL",1.40,4,"AS6","X",9.70,33,203
20902,2021,"Chevrolet","Trax 4WD","SUV - SMALL",1.40,4,"AS6","X",10.00,31,214
20903,2021,"Chevrolet","Trax 4WD (SIDI)","SUV - SMALL",1.40,4,"AS6","X",10.20,31,214
20904,2021,"Chrysler","300","FULL-SIZE",3.60,6,"A8","X",12.40,27,242
20905,2021,"Chrysler","300","FULL-SIZE",5.70,8,"A8","X",14.70,23,289
20906,2021,"Chrysler","300 AWD","FULL-SIZE",3.60,6,"A8","X",12.80,26,258
20907,2021,"Chrysler","Grand Caravan","MINIVAN",3.60,6,"A9","X",12.40,27,249
20908,2021,"Chrysler","Pacifica","MINIVAN",3.60,6,"A9","X",12.40,27,249
20909,2021,"Chrysler","Pacifica AWD","MINIVAN",3.60,6,"A9","X",14.10,24,279
20910,2021,"Dodge","Challenger","MID-SIZE",3.60,6,"A8","X",12.40,27,242
20911,2021,"Dodge","Challenger (MDS)","MID-SIZE",5.70,8,"A8","X",14.70,23,289
20912,2021,"Dodge","Challenger","MID-SIZE",5.70,8,"M6","Z",15.60,22,307
20913,2021,"Dodge","Challenger (MDS)","MID-SIZE",6.40,8,"A8","Z",15.90,22,306
20914,2021,"Dodge","Challenger","MID-SIZE",6.40,8,"M6","Z",16.70,20,325
20915,2021,"Dodge","Challenger AWD","MID-SIZE",3.60,6,"A8","X",12.80,26,258
20916,2021,"Dodge","Challenger Widebody (MDS)","MID-SIZE",6.40,8,"A8","Z",15.90,22,306
20917,2021,"Dodge","Challenger Widebody","MID-SIZE",6.40,8,"M6","Z",16.70,20,325
20918,2021,"Dodge","Challenger SRT Hellcat","MID-SIZE",6.20,8,"A8","Z",17.60,19,339
20919,2021,"Dodge","Challenger SRT Hellcat","MID-SIZE",6.20,8,"M6","Z",18.10,19,352
20920,2021,"Dodge","Challenger SRT Hellcat Widebody","MID-SIZE",6.20,8,"A8","Z",18.60,18,359
20921,2021,"Dodge","Challenger SRT Hellcat Widebody","MID-SIZE",6.20,8,"M6","Z",18.10,19,352
20922,2021,"Dodge","Charger","FULL-SIZE",3.60,6,"A8","X",12.40,27,242
20923,2021,"Dodge","Charger (MDS)","FULL-SIZE",5.70,8,"A8","X",14.70,23,289
20924,2021,"Dodge","Charger (MDS)","FULL-SIZE",6.40,8,"A8","Z",15.90,22,306
20925,2021,"Dodge","Charger AWD","FULL-SIZE",3.60,6,"A8","X",12.80,26,258
20926,2021,"Dodge","Charger Widebody (MDS)","FULL-SIZE",6.40,8,"A8","Z",15.90,22,306
20927,2021,"Dodge","Charger SRT Hellcat Widebody","FULL-SIZE",6.20,8,"A8","Z",19.00,18,368
20928,2021,"Dodge","Durango AWD","SUV - STANDARD",3.60,6,"A8","X",12.70,25,265
20929,2021,"Dodge","Durango AWD","SUV - STANDARD",5.70,8,"A8","X",16.70,20,331
20930,2021,"Dodge","Durango AWD SRT","SUV - STANDARD",6.40,8,"A8","Z",18.30,18,363
20931,2021,"Dodge","Durango AWD SRT Hellcat","SUV - STANDARD",6.20,8,"A8","Z",20.50,16,410
20932,2021,"FIAT","500X AWD","SUV - SMALL",1.30,4,"A9","X",10.00,31,221
20933,2021,"Ford","Bronco 4WD","SUV - SMALL",2.30,4,"AS10","X",11.70,25,264
20934,2021,"Ford","Bronco 4WD","SUV - SMALL",2.30,4,"M7","X",11.60,25,265
20935,2021,"Ford","Bronco 4WD","SUV - SMALL",2.70,6,"AS10","X",12.80,23,287
20936,2021,"Ford","Bronco Badlands 4WD","SUV - SMALL",2.30,4,"AS10","X",13.50,21,318
20937,2021,"Ford","Bronco Badlands 4WD","SUV - SMALL",2.30,4,"M7","X",14.70,20,330
20938,2021,"Ford","Bronco Badlands 4WD","SUV - SMALL",2.70,6,"AS10","X",13.70,21,315
20939,2021,"Ford","Bronco Black Diamond 4WD","SUV - SMALL",2.30,4,"AS10","X",13.10,22,308
20940,2021,"Ford","Bronco Black Diamond 4WD","SUV - SMALL",2.30,4,"M7","X",13.80,21,310
20941,2021,"Ford","Bronco Sasquatch 4WD","SUV - SMALL",2.30,4,"AS10","X",13.10,22,308
20942,2021,"Ford","Bronco Sasquatch 4WD","SUV - SMALL",2.70,6,"AS10","X",14.00,20,327
20943,2021,"Ford","Bronco Sport 4WD","SUV - SMALL",1.50,3,"A8","X",9.30,32,209
20944,2021,"Ford","Bronco Sport 4WD","SUV - SMALL",2.00,4,"AS8","X",11.10,28,238
20945,2021,"Ford","EcoSport","SUV - SMALL",1.00,3,"AS6","X",8.60,34,197
20946,2021,"Ford","EcoSport AWD","SUV - SMALL",2.00,4,"AS6","X",10.20,31,217
20947,2021,"Ford","Edge","SUV - SMALL",2.00,4,"A8","X",11.20,29,229
20948,2021,"Ford","Edge AWD","SUV - SMALL",2.00,4,"A8","X",11.50,28,236
20949,2021,"Ford","Edge AWD","SUV - SMALL",2.00,4,"AS8","X",11.50,28,237
20950,2021,"Ford","Edge AWD","SUV - SMALL",2.70,6,"AS8","X",12.60,25,262
20951,2021,"Ford","Escape","SUV - SMALL",1.50,3,"A8","X",8.50,36,182
20952,2021,"Ford","Escape AWD","SUV - SMALL",1.50,3,"A8","X",9.00,34,198
20953,2021,"Ford","Escape AWD","SUV - SMALL",2.00,4,"A8","X",10.40,31,213
20954,2021,"Ford","Escape Hybrid","SUV - SMALL",2.50,4,"AV","X",5.40,49,136
20955,2021,"Ford","Escape Hybrid AWD","SUV - SMALL",2.50,4,"AV","X",5.50,48,139
20956,2021,"Ford","Expedition 4X4","SUV - STANDARD",3.50,6,"AS10","X",14.10,22,295
20957,2021,"Ford","Expedition MAX 4X4","SUV - STANDARD",3.50,6,"AS10","X",14.70,22,308
20958,2021,"Ford","Explorer AWD","SUV - STANDARD",2.30,4,"A10","X",11.70,27,242
20959,2021,"Ford","Explorer AWD","SUV - STANDARD",2.30,4,"AS10","X",11.70,27,242
20960,2021,"Ford","Explorer AWD","SUV - STANDARD",3.00,6,"AS10","X",13.40,24,277
20961,2021,"Ford","Explorer Timberline AWD","SUV - STANDARD",2.30,4,"AS10","X",12.20,25,268
20962,2021,"Ford","Explorer Hybrid AWD","SUV - STANDARD",3.30,6,"AS10","X",10.10,29,225
20963,2021,"Ford","F-150","PICKUP TRUCK - STANDARD",2.70,6,"AS10","X",12.00,26,253
20964,2021,"Ford","F-150 FFV","PICKUP TRUCK - STANDARD",3.30,6,"AS10","X",12.00,26,259
20965,2021,"Ford","F-150 FFV","PICKUP TRUCK - STANDARD",3.30,6,"AS10","E",16.60,19,242
20966,2021,"Ford","F-150","PICKUP TRUCK - STANDARD",3.50,6,"AS10","X",13.10,24,274
20967,2021,"Ford","F-150 FFV","PICKUP TRUCK - STANDARD",5.00,8,"AS10","X",14.00,23,287
20968,2021,"Ford","F-150 FFV","PICKUP TRUCK - STANDARD",5.00,8,"AS10","E",20.90,16,291
20969,2021,"Ford","F-150 FFV (Without Stop-Start)","PICKUP TRUCK - STANDARD",5.00,8,"AS10","X",14.50,22,296
20970,2021,"Ford","F-150 FFV (Without Stop-Start)","PICKUP TRUCK - STANDARD",5.00,8,"AS10","E",19.80,17,284
20971,2021,"Ford","F-150 4X4","PICKUP TRUCK - STANDARD",2.70,6,"AS10","X",12.80,25,271
20972,2021,"Ford","F-150 4X4 (Without Stop-Start)","PICKUP TRUCK - STANDARD",2.70,6,"AS10","X",13.50,24,280
20973,2021,"Ford","F-150 4X4","PICKUP TRUCK - STANDARD",3.00,6,"AS10","D",11.90,26,287
20974,2021,"Ford","F-150 FFV 4X4","PICKUP TRUCK - STANDARD",3.30,6,"AS10","X",12.50,24,275
20975,2021,"Ford","F-150 FFV 4X4","PICKUP TRUCK - STANDARD",3.30,6,"AS10","E",17.20,18,252
20976,2021,"Ford","F-150 4X4","PICKUP TRUCK - STANDARD",3.50,6,"AS10","X",13.50,24,282
20977,2021,"Ford","F-150 FFV 4X4","PICKUP TRUCK - STANDARD",5.00,8,"AS10","X",14.80,22,307
20978,2021,"Ford","F-150 FFV 4X4","PICKUP TRUCK - STANDARD",5.00,8,"AS10","E",21.50,15,303
20979,2021,"Ford","F-150 FFV 4X4 (Without Stop-Start)","PICKUP TRUCK - STANDARD",5.00,8,"AS10","X",15.40,21,315
20980,2021,"Ford","F-150 FFV 4X4 (Without Stop-Start)","PICKUP TRUCK - STANDARD",5.00,8,"AS10","E",21.00,16,301
20981,2021,"Ford","F-150 Raptor 4X4","PICKUP TRUCK - STANDARD",3.50,6,"AS10","X",15.80,19,344
20982,2021,"Ford","F-150 Raptor 4X4 (Without Stop-Start)","PICKUP TRUCK - STANDARD",3.50,6,"AS10","X",16.80,19,357
20983,2021,"Ford","F-150 Raptor 37 4X4","PICKUP TRUCK - STANDARD",3.50,6,"AS10","X",16.00,18,359
20984,2021,"Ford","F-150 Raptor 37 4X4 (Without Stop-Start)","PICKUP TRUCK - STANDARD",3.50,6,"AS10","X",16.60,18,370
20985,2021,"Ford","F-150 Tremor 4X4","PICKUP TRUCK - STANDARD",3.50,6,"AS10","X",14.30,21,310
20986,2021,"Ford","F-150 Tremor 4X4 (Without Stop-Start)","PICKUP TRUCK - STANDARD",3.50,6,"AS10","X",14.70,21,313
20987,2021,"Ford","F-150 Hybrid","PICKUP TRUCK - STANDARD",3.50,6,"AS10","X",9.50,30,217
20988,2021,"Ford","F-150 Hybrid 4X4","PICKUP TRUCK - STANDARD",3.50,6,"AS10","X",9.80,29,229
20989,2021,"Ford","GT","TWO-SEATER",3.50,6,"AM7","Z",19.80,17,393
20990,2021,"Ford","Mustang","SUBCOMPACT",2.30,4,"A10","X",11.00,30,221
20991,2021,"Ford","Mustang","SUBCOMPACT",2.30,4,"AS10","X",11.00,30,222
20992,2021,"Ford","Mustang (High Performance)","SUBCOMPACT",2.30,4,"AS10","X",11.70,27,242
20993,2021,"Ford","Mustang","SUBCOMPACT",2.30,4,"M6","X",11.40,29,233
20994,2021,"Ford","Mustang (High Performance)","SUBCOMPACT",2.30,4,"M6","X",11.90,27,246
20995,2021,"Ford","Mustang","SUBCOMPACT",5.00,8,"AS10","X",15.30,22,300
20996,2021,"Ford","Mustang","SUBCOMPACT",5.00,8,"M6","X",16.20,21,314
20997,2021,"Ford","Mustang Convertible","SUBCOMPACT",2.30,4,"A10","X",12.00,27,244
20998,2021,"Ford","Mustang Convertible","SUBCOMPACT",2.30,4,"AS10","X",11.90,27,241
20999,2021,"Ford","Mustang Convertible (High Performance)","SUBCOMPACT",2.30,4,"AS10","X",12.10,26,251
21000,2021,"Ford","Mustang Convertible","SUBCOMPACT",2.30,4,"M6","X",11.80,27,244
21001,2021,"Ford","Mustang Convertible (High Performance)","SUBCOMPACT",2.30,4,"M6","X",12.40,26,258
21002,2021,"Ford","Mustang Convertible","SUBCOMPACT",5.00,8,"AS10","X",15.80,21,312
21003,2021,"Ford","Mustang Mach 1","SUBCOMPACT",5.00,8,"AS10","X",15.30,22,303
21004,2021,"Ford","Mustang Mach 1","SUBCOMPACT",5.00,8,"M6","X",16.60,20,325
21005,2021,"Ford","Ranger 4WD","PICKUP TRUCK - STANDARD",2.30,4,"AS10","X",11.80,26,256
21006,2021,"Ford","Ranger 4WD Tremor","PICKUP TRUCK - STANDARD",2.30,4,"AS10","X",12.10,23,287
21007,2021,"Ford","Shelby GT500 Mustang","SUBCOMPACT",5.20,8,"AM7","Z",19.90,17,393
21008,2021,"Ford","T-150 Wagon FFV","VAN - PASSENGER",3.50,6,"AS10","X",16.20,19,341
21009,2021,"Ford","T-150 Wagon FFV","VAN - PASSENGER",3.50,6,"AS10","E",21.60,15,321
21010,2021,"Ford","T-150 Wagon FFV 4WD","VAN - PASSENGER",3.50,6,"AS10","X",16.80,19,354
21011,2021,"Ford","T-150 Wagon FFV 4WD","VAN - PASSENGER",3.50,6,"AS10","E",22.30,14,331
21012,2021,"Ford","Transit Connect Van","SPECIAL PURPOSE VEHICLE",2.00,4,"AS8","X",9.80,30,217
21013,2021,"Ford","Transit Connect Van FFV","SPECIAL PURPOSE VEHICLE",2.00,4,"AS8","X",9.80,30,217
21014,2021,"Ford","Transit Connect Van FFV","SPECIAL PURPOSE VEHICLE",2.00,4,"AS8","E",13.30,22,209
21015,2021,"Ford","Transit Connect Van","SPECIAL PURPOSE VEHICLE",2.50,4,"AS6","X",12.00,27,247
21016,2021,"Ford","Transit Connect Wagon LWB","SPECIAL PURPOSE VEHICLE",2.00,4,"AS8","X",9.90,31,214
21017,2021,"Ford","Transit Connect Wagon LWB FFV","SPECIAL PURPOSE VEHICLE",2.00,4,"AS8","X",9.90,31,214
21018,2021,"Ford","Transit Connect Wagon LWB FFV","SPECIAL PURPOSE VEHICLE",2.00,4,"AS8","E",13.70,23,208
21019,2021,"Ford","Transit Connect Wagon LWB","SPECIAL PURPOSE VEHICLE",2.50,4,"AS6","X",12.10,26,251
21020,2021,"Genesis","G70","COMPACT",2.00,4,"M6","Z",12.80,26,255
21021,2021,"Genesis","G70 AWD","COMPACT",2.00,4,"AS8","Z",11.40,28,236
21022,2021,"Genesis","G70 AWD","COMPACT",3.30,6,"AS8","Z",14.10,24,284
21023,2021,"Genesis","G80 AWD","FULL-SIZE",2.50,4,"AS8","Z",10.80,30,225
21024,2021,"Genesis","G80 AWD","FULL-SIZE",3.50,6,"AS8","Z",12.90,25,262
21025,2021,"Genesis","G90 AWD","FULL-SIZE",5.00,8,"AS8","Z",15.00,22,303
21026,2021,"Genesis","GV80 AWD","SUV - STANDARD",2.50,4,"AS8","Z",11.30,27,248
21027,2021,"Genesis","GV80 AWD","SUV - STANDARD",3.50,6,"AS8","Z",12.90,24,279
21028,2021,"GMC","Acadia","SUV - STANDARD",2.00,4,"A9","X",10.60,30,221
21029,2021,"GMC","Acadia","SUV - STANDARD",2.50,4,"A9","X",11.30,28,238
21030,2021,"GMC","Acadia","SUV - STANDARD",3.60,6,"A9","X",12.20,26,250
21031,2021,"GMC","Acadia AWD","SUV - STANDARD",2.00,4,"A9","X",10.60,29,227
21032,2021,"GMC","Acadia AWD","SUV - STANDARD",3.60,6,"A9","X",12.50,26,256
21033,2021,"GMC","Canyon","PICKUP TRUCK - SMALL",2.50,4,"A6","X",12.20,26,257
21034,2021,"GMC","Canyon","PICKUP TRUCK - SMALL",2.80,4,"A6","D",11.80,28,294
21035,2021,"GMC","Canyon","PICKUP TRUCK - SMALL",3.60,6,"A8","X",12.90,25,263
21036,2021,"GMC","Canyon 4WD","PICKUP TRUCK - SMALL",2.50,4,"A6","X",12.70,25,268
21037,2021,"GMC","Canyon 4WD","PICKUP TRUCK - SMALL",2.80,4,"A6","D",12.20,27,294
21038,2021,"GMC","Canyon 4WD","PICKUP TRUCK - SMALL",3.60,6,"A8","X",14.90,22,306
21039,2021,"GMC","Sierra","PICKUP TRUCK - STANDARD",2.70,4,"A8","X",11.90,25,263
21040,2021,"GMC","Sierra WT","PICKUP TRUCK - STANDARD",2.70,4,"A8","X",11.90,25,263
21041,2021,"GMC","Sierra","PICKUP TRUCK - STANDARD",3.00,6,"A10","D",10.20,31,245
21042,2021,"GMC","Sierra","PICKUP TRUCK - STANDARD",4.30,6,"A6","X",15.10,21,318
21043,2021,"GMC","Sierra","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",15.80,20,325
21044,2021,"GMC","Sierra (Without AFM)","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",16.70,20,336
21045,2021,"GMC","Sierra FFV","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",16.20,19,340
21046,2021,"GMC","Sierra FFV","PICKUP TRUCK - STANDARD",5.30,8,"A6","E",21.50,15,315
21047,2021,"GMC","Sierra","PICKUP TRUCK - STANDARD",5.30,8,"A8","X",14.00,23,288
21048,2021,"GMC","Sierra (Without DFM)","PICKUP TRUCK - STANDARD",5.30,8,"A8","X",16.00,21,321
21049,2021,"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD",2.70,4,"A8","X",13.00,23,288
21050,2021,"GMC","Sierra 4WD WT","PICKUP TRUCK - STANDARD",2.70,4,"A8","X",13.30,22,295
21051,2021,"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD",3.00,6,"A10","D",10.60,28,268
21052,2021,"GMC","Sierra 4WD AT4","PICKUP TRUCK - STANDARD",3.00,6,"A10","D",10.60,28,268
21053,2021,"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD",4.30,6,"A6","X",15.80,20,329
21054,2021,"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",16.00,20,331
21055,2021,"GMC","Sierra 4WD (Without AFM)","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",17.30,19,348
21056,2021,"GMC","Sierra 4WD FFV","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",16.50,19,347
21057,2021,"GMC","Sierra 4WD FFV","PICKUP TRUCK - STANDARD",5.30,8,"A6","E",22.00,14,326
21058,2021,"GMC","Sierra 4WD AT4","PICKUP TRUCK - STANDARD",5.30,8,"A6","X",16.70,19,355
21059,2021,"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD",5.30,8,"A8","X",15.20,21,313
21060,2021,"GMC","Sierra 4WD (Without DFM)","PICKUP TRUCK - STANDARD",5.30,8,"A8","X",17.40,19,349
21061,2021,"GMC","Sierra 4WD AT4","PICKUP TRUCK - STANDARD",5.30,8,"A8","X",15.20,21,312
21062,2021,"GMC","Sierra 4WD AT4 (Without DFM)","PICKUP TRUCK - STANDARD",5.30,8,"A8","X",17.40,19,348
21063,2021,"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD",5.30,8,"A10","X",14.30,22,298
21064,2021,"GMC","Sierra 4WD (Without Stop-Start)","PICKUP TRUCK - STANDARD",5.30,8,"A10","X",15.30,21,313
21065,2021,"GMC","Sierra 4WD AT4","PICKUP TRUCK - STANDARD",5.30,8,"A10","X",14.70,22,307
21066,2021,"GMC","Sierra 4WD AT4 (Without Stop-Start)","PICKUP TRUCK - STANDARD",5.30,8,"A10","X",15.60,21,321
21067,2021,"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD",6.20,8,"A10","Z",15.10,21,316
21068,2021,"GMC","Sierra 4WD (Without Stop-Start)","PICKUP TRUCK - STANDARD",6.20,8,"A10","Z",16.20,20,335
21069,2021,"GMC","Sierra 4WD AT4","PICKUP TRUCK - STANDARD",6.20,8,"A10","Z",15.70,20,332
21070,2021,"GMC","Sierra 4WD AT4 (Without Stop-Start)","PICKUP TRUCK - STANDARD",6.20,8,"A10","Z",16.80,19,352
21071,2021,"GMC","Terrain","SUV - SMALL",1.50,4,"A9","X",9.20,33,201
21072,2021,"GMC","Terrain AWD","SUV - SMALL",1.50,4,"A9","X",9.60,31,211
21073,2021,"GMC","Yukon","SUV - STANDARD",3.00,6,"A10","D",11.30,28,272
